01coin,2.1109004488801255,1556236800000,1558828800000,0.0019572477668739906,0.00413155518966393
01coin,2.0285026199485277,1572652800000,1575244800000,0.001721320455706806,0.0034917030541722492
01coin,2.140247917101712,1589587200000,1592179200000,0.0012007349155175218,0.002569870401927676
01coin,2.19432515842408,1594598400000,1597190400000,0.001614676968812331,0.003543126295392832
01coin,2.0310412219813774,1597795200000,1600387200000,0.0030259275238721495,0.006145783535712374
01coin,2.106432202491576,1602547200000,1605139200000,0.0037598127688094327,0.007919790691559203
01coin,2.1867456602966837,1617321600000,1619913600000,0.0038253894741448946,0.00836515383153096
0-5x-long-algorand-token,2.056089468904632,1599523200000,1613952000000,8892.703764437741,18284.19456014902
0-5x-long-altcoin-index-token,2.09340240583632,1604707200000,1613174400000,7764.673205911256,16254.585569787434
0-5x-long-balancer-token,2.7320845931091733,1604448000000,1619481600000,6126.188993949359,16737.26656484403
0-5x-long-cardano-token,3.100612300086445,1602979200000,1613692800000,11663.307693831523,36163.395295186885
0-5x-long-cosmos-token,2.1860522446366675,1597017600000,1613865600000,9330.602720134975,20397.18502016406
0-5x-long-dogecoin-token,7.370793597391714,1604448000000,1613952000000,7169.795310288289,52847.08136768206
0-5x-long-dogecoin-token,2.9708522687888745,1614384000000,1618617600000,51210.893789081885,152140
0-5x-long-dragon-index-token,2.102658110932655,1604448000000,1613865600000,8104.942541069007,17041.92317262187
0-5x-long-echange-token-index-token,2.2090934778601943,1606348800000,1613865600000,7533.486705115359,16642.176345816824
0-5x-long-ethereum-classic-token,2.1056741615059433,1604448000000,1618185600000,6535.53457492713,13761.706286052786
0-5x-long-ethereum-classic-token,2.188814832072423,1618358400000,1628899200000,13787.370022263027,30178
0-5x-long-matic-token,4.166719347794844,1597708800000,1615507200000,8537.323974083383,35572.632981206
0-5x-long-matic-token,2.1916248639764135,1615939200000,1621123200000,33624.57486541927,73692.45431568925
0-5x-long-okb-token,2.277549679404699,1604448000000,1619136000000,6129.687674128657,13960.66819706266
0-5x-long-privacy-index-token,2.02295139534747,1604448000000,1613520000000,7538.156352022864,15249.323910672045
0-5x-long-shitcoin-index-token,2.06443863999128,1610755200000,1616976000000,12002.669818139471,24778.775355624235
0-5x-long-theta-network-token,2.9630133261840013,1598140800000,1612915200000,6745.666171491628,19987.498760118306
0-5x-long-theta-network-token,2.089805027862271,1612915200000,1617408000000,19987.498760118306,41769.97540328614
0cash,2.296797602543784,1593302400000,1595894400000,0.000897905233044085,0.002062306586567172
0cash,2.1120983392974115,1604188800000,1606780800000,0.000554040876743052,0.001170188815671882
0cash,2.9116040759100708,1607990400000,1610582400000,0.000383692263920072,0.001117159959524844
0cash,2.628204178831994,1611360000000,1613952000000,0.00065816804428408,0.0017298000043611
0cash,2.6040347039119127,1614556800000,1617148800000,0.000451928613409724,0.001176837793009712
0cash,3.9044970055057053,1617753600000,1620345600000,0.000579675065786038,0.002263339558527908
0cash,2.176234850526428,1621555200000,1624147200000,0.002533263690416519,0.0055129767286576205
0cash,2.1953093021176566,1625788800000,1628380800000,0.0019368103607088887,0.004251897801302077
0chain,2.087191422427566,1536451200000,1539043200000,0.09705864204036706,0.2025799651391217
0chain,3.970409280745114,1574726400000,1577318400000,0.03125829355148947,0.12410821881708894
0chain,2.462503805198816,1579132800000,1581724800000,0.024873083745647787,0.061250063370686496
0chain,2.9552892803971944,1585699200000,1588291200000,0.026328919255878453,0.07780957284134087
0chain,2.057966771589506,1589673600000,1592265600000,0.07035209598925565,0.14478227585756348
0chain,2.3611815986014095,1593648000000,1596240000000,0.09487324473073734,0.22401295965782514
0chain,2.075589042462553,1608940800000,1611532800000,0.32343314099989245,0.6713142834286226
0chain,2.2659136828167123,1614297600000,1616889600000,0.5453590340930792,1.235736497399214
0chain,2.0524648075346352,1626825600000,1629417600000,0.27375293167961023,0.5618682582318334
0x,2.052721674399972,1510790400000,1513382400000,0.188456728027861,0.386849210309291
0x,4.7287070264327795,1513382400000,1515974400000,0.386849210309291,1.8292965789595161
0x,2.209048486854424,1522368000000,1524960000000,0.5385666741767066,1.1897198966602733
0x,2.0396920741025824,1530230400000,1532822400000,0.6076645872931551,1.2394486424146653
0x,2.2187384263786867,1586390400000,1588982400000,0.17776086585614093,0.39440486378136697
0x,2.307057950669192,1609891200000,1612483200000,0.447184872283328,1.0316814150202391
0xcert,2.1268592593131026,1559606400000,1562198400000,0.0010985588582568934,0.0023364800795841042
0xcert,2.5578673775887473,1578614400000,1581206400000,0.0009641752005887498,0.0024662322918660496
0xcert,2.298047741386817,1593216000000,1595808000000,0.0008645771975452993,0.0019868396760735186
0xcert,2.54790320968212,1595980800000,1598572800000,0.0010978476912094266,0.002797209656174603
0xmonero,2.264988745067423,1587513600000,1590278400000,0.010284408878265688,0.023294070358943264
0xmonero,2.064434244205263,1592438400000,1595030400000,0.010857693078468154,0.02241499340426012
0xmonero,2.6878516481627157,1596499200000,1599091200000,0.026233868212427312,0.07051274591245622
0xmonero,2.303931580825932,1600646400000,1603238400000,0.013738055881155347,0.031651540803745236
0xmonero,2.1633129378143003,1604966400000,1607558400000,0.012534093660313977,0.027115166979133427
0xmonero,2.3652988166807627,1607644800000,1610236800000,0.025304786579999624,0.059853381754032355
0xmonero,2.3991766514789687,1614816000000,1617408000000,0.051462839206555804,0.12346844224318514
0xmonero,2.185566422571541,1626307200000,1628899200000,0.04639503773635131,0.10139943665050899
100x-coin,2.152149380288398,1620172800000,1622764800000,3.152855018883235e-8,6.78541497502872e-8
