01coin,4.038321965340784,1574121600000,1576713600000,12018.373283209745,48534.06081725075
0chain,3.2978763882757702,1537920000000,1540512000000,3615730.930842847,11924233.663184997
0chain,18.094527568797567,1557273600000,1559865600000,164285.78574249582,2972673.6792791607
0chain,3.1151900185884687,1579219200000,1581811200000,921533.3504569151,2870751.495139771
0chain,3.3066309941227208,1594598400000,1597190400000,4761356.536352788,15744049.097172935
0chain,3.3136888271411338,1609113600000,1611705600000,17039257.92837061,56462798.62001767
0chain,3.0130643993106077,1614988800000,1617580800000,26888312.30518733,81016216.56430528
0x,3.1493904851752728,1511222400000,1513814400000,96686103.6281811,304502294.815264
0x,3.4495979581921716,1513814400000,1516406400000,304502294.815264,1050410494.4595654
0x,3.322344558024177,1522886400000,1525478400000,273971223.19324094,910226802.4312912
0x,3.449019161159826,1609977600000,1612569600000,350079056.7542744,1207429374.6662507
0xcert,3.242772576777818,1578960000000,1581552000000,503696.182053504,1633372.16619079
0xcert,3.1164046619700954,1595030400000,1597622400000,408722.34198597306,1273744.212016422
10x-gg,4.489201962089888,1614902400000,1617494400000,914194.2920395504,4104002.809555326
10x-gg,4.034972849280461,1626825600000,1629504000000,10440.184335222446,42125.860334105746
1337,508.44204560361925,1508544000000,1511136000000,2195.6468716662,1116359.18685315
1337,4.506944841069873,1511395200000,1513987200000,1102864.62459542,4970550.03021879
1337,4.221026466955423,1543190400000,1545782400000,760968.0592951531,3212066.318792545
1337,3.5171654387655975,1571270400000,1573862400000,335578.137602039,1180283.8275792175
1337,4.370434291677327,1593129600000,1595721600000,111422.7124427136,486965.6433313375
1inch,3.3124876624696626,1609113600000,1611705600000,77402609.0919455,256395187.66003162
1inch,4.170199047217692,1625961600000,1628553600000,431830974.86777866,1800821119.9526978
1million-token,19.075883558061875,1590710400000,1593302400000,80397.75717579511,1533658.2542148011
1million-token,3.060590489763326,1597622400000,1600214400000,93237.99507444083,285363.3210094334
1million-token,3.527381548292585,1600473600000,1603065600000,257447.97425644138,908117.2340374758
1million-token,3.7646134114745413,1611446400000,1614038400000,161631.23021614648,608479.0969848342
1million-token,4.101347556801519,1614211200000,1616803200000,267299.56441817054,1096288.415460574
1million-token,3.732951349520751,1625097600000,1627689600000,185329.40945202086,691825.6691198051
1world,3.3867875505697334,1523491200000,1526083200000,2683810.970604761,9089497.583326677
1world,25.162580328548245,1568073600000,1571961600000,518740.81718778046,13052857.482184285
2acoin,3.379028951559543,1547510400000,1550188800000,11131.302202137947,37612.99240958262
2acoin,3.841992172881067,1553817600000,1557705600000,18915.52635864885,72673.3042158544
